식별자,기관명,기관유형,관할지원청,학교급,주소,위도,경도,사용자정의_메모
qa-pregeo-173,QA 사전좌표 173 library,library,east,,인천광역시 QA구 사전좌표로 173,37.418840,126.569050,synthetic-pregeocoded-east-library
qa-pregeo-174,QA 사전좌표 174 experience-site,experience-site,west,,인천광역시 QA구 사전좌표로 174,37.422940,126.574250,synthetic-pregeocoded-west-experience-site
qa-pregeo-175,QA 사전좌표 175 partner,partner,unassigned,,인천광역시 QA구 사전좌표로 175,37.427040,126.579450,synthetic-pregeocoded-unassigned-partner
qa-pregeo-176,QA 사전좌표 176 imported,imported,main,,인천광역시 QA구 사전좌표로 176,37.431140,126.584650,synthetic-pregeocoded-main-imported
qa-pregeo-177,QA 사전좌표 177 school,school,ganghwa,중학교,인천광역시 QA구 사전좌표로 177,37.435240,126.589850,synthetic-pregeocoded-ganghwa-school
qa-pregeo-178,QA 사전좌표 178 headquarters,headquarters,south,,인천광역시 QA구 사전좌표로 178,37.439340,126.595050,synthetic-pregeocoded-south-headquarters
qa-pregeo-179,QA 사전좌표 179 support-office,support-office,north,,인천광역시 QA구 사전좌표로 179,37.443440,126.600250,synthetic-pregeocoded-north-support-office
qa-pregeo-180,QA 사전좌표 180 direct-agency,direct-agency,east,,인천광역시 QA구 사전좌표로 180,37.447540,126.605450,synthetic-pregeocoded-east-direct-agency
qa-pregeo-181,QA 사전좌표 181 library,library,west,,인천광역시 QA구 사전좌표로 181,37.451640,126.610650,synthetic-pregeocoded-west-library
qa-pregeo-182,QA 사전좌표 182 experience-site,experience-site,unassigned,,인천광역시 QA구 사전좌표로 182,37.455740,126.615850,synthetic-pregeocoded-unassigned-experience-site
qa-pregeo-183,QA 사전좌표 183 partner,partner,main,,인천광역시 QA구 사전좌표로 183,37.459840,126.621050,synthetic-pregeocoded-main-partner
qa-pregeo-184,QA 사전좌표 184 imported,imported,ganghwa,,인천광역시 QA구 사전좌표로 184,37.463940,126.626250,synthetic-pregeocoded-ganghwa-imported
qa-pregeo-185,QA 사전좌표 185 school,school,south,특수학교,인천광역시 QA구 사전좌표로 185,37.468040,126.631450,synthetic-pregeocoded-south-school
qa-pregeo-186,QA 사전좌표 186 headquarters,headquarters,north,,인천광역시 QA구 사전좌표로 186,37.320550,126.636650,synthetic-pregeocoded-north-headquarters
qa-pregeo-187,QA 사전좌표 187 support-office,support-office,east,,인천광역시 QA구 사전좌표로 187,37.324650,126.480780,synthetic-pregeocoded-east-support-office
qa-pregeo-188,QA 사전좌표 188 direct-agency,direct-agency,west,,인천광역시 QA구 사전좌표로 188,37.328750,126.485980,synthetic-pregeocoded-west-direct-agency
qa-pregeo-189,QA 사전좌표 189 library,library,unassigned,,인천광역시 QA구 사전좌표로 189,37.332850,126.491180,synthetic-pregeocoded-unassigned-library
qa-pregeo-190,QA 사전좌표 190 experience-site,experience-site,main,,인천광역시 QA구 사전좌표로 190,37.336950,126.496380,synthetic-pregeocoded-main-experience-site
qa-pregeo-191,QA 사전좌표 191 partner,partner,ganghwa,,인천광역시 QA구 사전좌표로 191,37.341050,126.501580,synthetic-pregeocoded-ganghwa-partner
qa-pregeo-192,QA 사전좌표 192 imported,imported,south,,인천광역시 QA구 사전좌표로 192,37.345150,126.506780,synthetic-pregeocoded-south-imported
qa-pregeo-193,QA 사전좌표 193 school,school,north,유치원,인천광역시 QA구 사전좌표로 193,37.349250,126.511980,synthetic-pregeocoded-north-school
qa-pregeo-194,QA 사전좌표 194 headquarters,headquarters,east,,인천광역시 QA구 사전좌표로 194,37.353350,126.517180,synthetic-pregeocoded-east-headquarters
qa-pregeo-195,QA 사전좌표 195 support-office,support-office,west,,인천광역시 QA구 사전좌표로 195,37.357450,126.522380,synthetic-pregeocoded-west-support-office
qa-pregeo-196,QA 사전좌표 196 direct-agency,direct-agency,unassigned,,인천광역시 QA구 사전좌표로 196,37.361550,126.527580,synthetic-pregeocoded-unassigned-direct-agency
qa-pregeo-197,QA 사전좌표 197 library,library,main,,인천광역시 QA구 사전좌표로 197,37.365650,126.532780,synthetic-pregeocoded-main-library
qa-pregeo-198,QA 사전좌표 198 experience-site,experience-site,ganghwa,,인천광역시 QA구 사전좌표로 198,37.369750,126.537980,synthetic-pregeocoded-ganghwa-experience-site
qa-pregeo-199,QA 사전좌표 199 partner,partner,south,,인천광역시 QA구 사전좌표로 199,37.373850,126.543180,synthetic-pregeocoded-south-partner
qa-pregeo-200,QA 사전좌표 200 imported,imported,north,,인천광역시 QA구 사전좌표로 200,37.377950,126.548380,synthetic-pregeocoded-north-imported
qa-pregeo-201,QA 사전좌표 201 school,school,east,중학교,인천광역시 QA구 사전좌표로 201,37.382050,126.553580,synthetic-pregeocoded-east-school
qa-pregeo-202,QA 사전좌표 202 headquarters,headquarters,west,,인천광역시 QA구 사전좌표로 202,37.386150,126.558780,synthetic-pregeocoded-west-headquarters
qa-pregeo-203,QA 사전좌표 203 support-office,support-office,unassigned,,인천광역시 QA구 사전좌표로 203,37.390250,126.563980,synthetic-pregeocoded-unassigned-support-office
qa-pregeo-204,QA 사전좌표 204 direct-agency,direct-agency,main,,인천광역시 QA구 사전좌표로 204,37.394350,126.569180,synthetic-pregeocoded-main-direct-agency
qa-pregeo-205,QA 사전좌표 205 library,library,ganghwa,,인천광역시 QA구 사전좌표로 205,37.398450,126.574380,synthetic-pregeocoded-ganghwa-library
qa-pregeo-206,QA 사전좌표 206 experience-site,experience-site,south,,인천광역시 QA구 사전좌표로 206,37.402550,126.579580,synthetic-pregeocoded-south-experience-site
qa-pregeo-207,QA 사전좌표 207 partner,partner,north,,인천광역시 QA구 사전좌표로 207,37.406650,126.584780,synthetic-pregeocoded-north-partner
qa-pregeo-208,QA 사전좌표 208 imported,imported,east,,인천광역시 QA구 사전좌표로 208,37.410750,126.589980,synthetic-pregeocoded-east-imported
qa-pregeo-209,QA 사전좌표 209 school,school,west,특수학교,인천광역시 QA구 사전좌표로 209,37.414850,126.595180,synthetic-pregeocoded-west-school
qa-pregeo-210,QA 사전좌표 210 headquarters,headquarters,unassigned,,인천광역시 QA구 사전좌표로 210,37.418950,126.600380,synthetic-pregeocoded-unassigned-headquarters
qa-pregeo-211,QA 사전좌표 211 support-office,support-office,main,,인천광역시 QA구 사전좌표로 211,37.423050,126.605580,synthetic-pregeocoded-main-support-office
qa-pregeo-212,QA 사전좌표 212 direct-agency,direct-agency,ganghwa,,인천광역시 QA구 사전좌표로 212,37.427150,126.610780,synthetic-pregeocoded-ganghwa-direct-agency
qa-pregeo-213,QA 사전좌표 213 library,library,south,,인천광역시 QA구 사전좌표로 213,37.431250,126.615980,synthetic-pregeocoded-south-library
qa-pregeo-214,QA 사전좌표 214 experience-site,experience-site,north,,인천광역시 QA구 사전좌표로 214,37.435350,126.621180,synthetic-pregeocoded-north-experience-site
qa-pregeo-215,QA 사전좌표 215 partner,partner,east,,인천광역시 QA구 사전좌표로 215,37.439450,126.626380,synthetic-pregeocoded-east-partner
qa-pregeo-216,QA 사전좌표 216 imported,imported,west,,인천광역시 QA구 사전좌표로 216,37.443550,126.631580,synthetic-pregeocoded-west-imported
qa-pregeo-217,QA 사전좌표 217 school,school,unassigned,유치원,인천광역시 QA구 사전좌표로 217,37.447650,126.636780,synthetic-pregeocoded-unassigned-school
qa-pregeo-218,QA 사전좌표 218 headquarters,headquarters,main,,인천광역시 QA구 사전좌표로 218,37.451750,126.480910,synthetic-pregeocoded-main-headquarters
qa-pregeo-219,QA 사전좌표 219 support-office,support-office,ganghwa,,인천광역시 QA구 사전좌표로 219,37.455850,126.486110,synthetic-pregeocoded-ganghwa-support-office
qa-pregeo-220,QA 사전좌표 220 direct-agency,direct-agency,south,,인천광역시 QA구 사전좌표로 220,37.459950,126.491310,synthetic-pregeocoded-south-direct-agency
qa-pregeo-221,QA 사전좌표 221 library,library,north,,인천광역시 QA구 사전좌표로 221,37.464050,126.496510,synthetic-pregeocoded-north-library
qa-pregeo-222,QA 사전좌표 222 experience-site,experience-site,east,,인천광역시 QA구 사전좌표로 222,37.468150,126.501710,synthetic-pregeocoded-east-experience-site
qa-pregeo-223,QA 사전좌표 223 partner,partner,west,,인천광역시 QA구 사전좌표로 223,37.320660,126.506910,synthetic-pregeocoded-west-partner
qa-pregeo-224,QA 사전좌표 224 imported,imported,unassigned,,인천광역시 QA구 사전좌표로 224,37.324760,126.512110,synthetic-pregeocoded-unassigned-imported
qa-pregeo-225,QA 사전좌표 225 school,school,main,중학교,인천광역시 QA구 사전좌표로 225,37.328860,126.517310,synthetic-pregeocoded-main-school
qa-pregeo-226,QA 사전좌표 226 headquarters,headquarters,ganghwa,,인천광역시 QA구 사전좌표로 226,37.332960,126.522510,synthetic-pregeocoded-ganghwa-headquarters
qa-pregeo-227,QA 사전좌표 227 support-office,support-office,south,,인천광역시 QA구 사전좌표로 227,37.337060,126.527710,synthetic-pregeocoded-south-support-office
qa-pregeo-228,QA 사전좌표 228 direct-agency,direct-agency,north,,인천광역시 QA구 사전좌표로 228,37.341160,126.532910,synthetic-pregeocoded-north-direct-agency
qa-pregeo-229,QA 사전좌표 229 library,library,east,,인천광역시 QA구 사전좌표로 229,37.345260,126.538110,synthetic-pregeocoded-east-library
qa-pregeo-230,QA 사전좌표 230 experience-site,experience-site,west,,인천광역시 QA구 사전좌표로 230,37.349360,126.543310,synthetic-pregeocoded-west-experience-site
qa-pregeo-231,QA 사전좌표 231 partner,partner,unassigned,,인천광역시 QA구 사전좌표로 231,37.353460,126.548510,synthetic-pregeocoded-unassigned-partner
qa-pregeo-232,QA 사전좌표 232 imported,imported,main,,인천광역시 QA구 사전좌표로 232,37.357560,126.553710,synthetic-pregeocoded-main-imported
qa-pregeo-233,QA 사전좌표 233 school,school,ganghwa,특수학교,인천광역시 QA구 사전좌표로 233,37.361660,126.558910,synthetic-pregeocoded-ganghwa-school
qa-pregeo-234,QA 사전좌표 234 headquarters,headquarters,south,,인천광역시 QA구 사전좌표로 234,37.365760,126.564110,synthetic-pregeocoded-south-headquarters
qa-pregeo-235,QA 사전좌표 235 support-office,support-office,north,,인천광역시 QA구 사전좌표로 235,37.369860,126.569310,synthetic-pregeocoded-north-support-office
qa-pregeo-236,QA 사전좌표 236 direct-agency,direct-agency,east,,인천광역시 QA구 사전좌표로 236,37.373960,126.574510,synthetic-pregeocoded-east-direct-agency
qa-pregeo-237,QA 사전좌표 237 library,library,west,,인천광역시 QA구 사전좌표로 237,37.378060,126.579710,synthetic-pregeocoded-west-library
qa-pregeo-238,QA 사전좌표 238 experience-site,experience-site,unassigned,,인천광역시 QA구 사전좌표로 238,37.382160,126.584910,synthetic-pregeocoded-unassigned-experience-site
qa-pregeo-239,QA 사전좌표 239 partner,partner,main,,인천광역시 QA구 사전좌표로 239,37.386260,126.590110,synthetic-pregeocoded-main-partner
qa-pregeo-240,QA 사전좌표 240 imported,imported,ganghwa,,인천광역시 QA구 사전좌표로 240,37.390360,126.595310,synthetic-pregeocoded-ganghwa-imported
qa-pregeo-241,QA 사전좌표 241 school,school,south,유치원,인천광역시 QA구 사전좌표로 241,37.394460,126.600510,synthetic-pregeocoded-south-school
qa-pregeo-242,QA 사전좌표 242 headquarters,headquarters,north,,인천광역시 QA구 사전좌표로 242,37.398560,126.605710,synthetic-pregeocoded-north-headquarters
qa-pregeo-243,QA 사전좌표 243 support-office,support-office,east,,인천광역시 QA구 사전좌표로 243,37.402660,126.610910,synthetic-pregeocoded-east-support-office
qa-pregeo-244,QA 사전좌표 244 direct-agency,direct-agency,west,,인천광역시 QA구 사전좌표로 244,37.406760,126.616110,synthetic-pregeocoded-west-direct-agency
qa-pregeo-245,QA 사전좌표 245 library,library,unassigned,,인천광역시 QA구 사전좌표로 245,37.410860,126.621310,synthetic-pregeocoded-unassigned-library
qa-pregeo-246,QA 사전좌표 246 experience-site,experience-site,main,,인천광역시 QA구 사전좌표로 246,37.414960,126.626510,synthetic-pregeocoded-main-experience-site
qa-pregeo-247,QA 사전좌표 247 partner,partner,ganghwa,,인천광역시 QA구 사전좌표로 247,37.419060,126.631710,synthetic-pregeocoded-ganghwa-partner
qa-pregeo-248,QA 사전좌표 248 imported,imported,south,,인천광역시 QA구 사전좌표로 248,37.423160,126.636910,synthetic-pregeocoded-south-imported
qa-pregeo-249,QA 사전좌표 249 school,school,north,중학교,인천광역시 QA구 사전좌표로 249,37.427260,126.481040,synthetic-pregeocoded-north-school
qa-pregeo-250,QA 사전좌표 250 headquarters,headquarters,east,,인천광역시 QA구 사전좌표로 250,37.431360,126.486240,synthetic-pregeocoded-east-headquarters
qa-pregeo-251,QA 사전좌표 251 support-office,support-office,west,,인천광역시 QA구 사전좌표로 251,37.435460,126.491440,synthetic-pregeocoded-west-support-office
qa-pregeo-252,QA 사전좌표 252 direct-agency,direct-agency,unassigned,,인천광역시 QA구 사전좌표로 252,37.439560,126.496640,synthetic-pregeocoded-unassigned-direct-agency
qa-pregeo-253,QA 사전좌표 253 library,library,main,,인천광역시 QA구 사전좌표로 253,37.443660,126.501840,synthetic-pregeocoded-main-library
qa-pregeo-254,QA 사전좌표 254 experience-site,experience-site,ganghwa,,인천광역시 QA구 사전좌표로 254,37.447760,126.507040,synthetic-pregeocoded-ganghwa-experience-site
qa-pregeo-255,QA 사전좌표 255 partner,partner,south,,인천광역시 QA구 사전좌표로 255,37.451860,126.512240,synthetic-pregeocoded-south-partner
qa-pregeo-256,QA 사전좌표 256 imported,imported,north,,인천광역시 QA구 사전좌표로 256,37.455960,126.517440,synthetic-pregeocoded-north-imported
qa-pregeo-257,QA 사전좌표 257 school,school,east,특수학교,인천광역시 QA구 사전좌표로 257,37.460060,126.522640,synthetic-pregeocoded-east-school
qa-pregeo-258,QA 사전좌표 258 headquarters,headquarters,west,,인천광역시 QA구 사전좌표로 258,37.464160,126.527840,synthetic-pregeocoded-west-headquarters
qa-pregeo-259,QA 사전좌표 259 support-office,support-office,unassigned,,인천광역시 QA구 사전좌표로 259,37.468260,126.533040,synthetic-pregeocoded-unassigned-support-office
qa-pregeo-260,QA 사전좌표 260 direct-agency,direct-agency,main,,인천광역시 QA구 사전좌표로 260,37.320770,126.538240,synthetic-pregeocoded-main-direct-agency
qa-pregeo-261,QA 사전좌표 261 library,library,ganghwa,,인천광역시 QA구 사전좌표로 261,37.324870,126.543440,synthetic-pregeocoded-ganghwa-library
qa-pregeo-262,QA 사전좌표 262 experience-site,experience-site,south,,인천광역시 QA구 사전좌표로 262,37.328970,126.548640,synthetic-pregeocoded-south-experience-site
qa-pregeo-263,QA 사전좌표 263 partner,partner,north,,인천광역시 QA구 사전좌표로 263,37.333070,126.553840,synthetic-pregeocoded-north-partner
qa-pregeo-264,QA 사전좌표 264 imported,imported,east,,인천광역시 QA구 사전좌표로 264,37.337170,126.559040,synthetic-pregeocoded-east-imported
qa-pregeo-265,QA 사전좌표 265 school,school,west,유치원,인천광역시 QA구 사전좌표로 265,37.341270,126.564240,synthetic-pregeocoded-west-school
qa-pregeo-266,QA 사전좌표 266 headquarters,headquarters,unassigned,,인천광역시 QA구 사전좌표로 266,37.345370,126.569440,synthetic-pregeocoded-unassigned-headquarters
qa-pregeo-267,QA 사전좌표 267 support-office,support-office,main,,인천광역시 QA구 사전좌표로 267,37.349470,126.574640,synthetic-pregeocoded-main-support-office
qa-pregeo-268,QA 사전좌표 268 direct-agency,direct-agency,ganghwa,,인천광역시 QA구 사전좌표로 268,37.353570,126.579840,synthetic-pregeocoded-ganghwa-direct-agency
qa-pregeo-269,QA 사전좌표 269 library,library,south,,인천광역시 QA구 사전좌표로 269,37.357670,126.585040,synthetic-pregeocoded-south-library
qa-pregeo-270,QA 사전좌표 270 experience-site,experience-site,north,,인천광역시 QA구 사전좌표로 270,37.361770,126.590240,synthetic-pregeocoded-north-experience-site
qa-pregeo-271,QA 사전좌표 271 partner,partner,east,,인천광역시 QA구 사전좌표로 271,37.365870,126.595440,synthetic-pregeocoded-east-partner
qa-pregeo-272,QA 사전좌표 272 imported,imported,west,,인천광역시 QA구 사전좌표로 272,37.369970,126.600640,synthetic-pregeocoded-west-imported
qa-pregeo-273,QA 사전좌표 273 school,school,unassigned,중학교,인천광역시 QA구 사전좌표로 273,37.374070,126.605840,synthetic-pregeocoded-unassigned-school
qa-pregeo-274,QA 사전좌표 274 headquarters,headquarters,main,,인천광역시 QA구 사전좌표로 274,37.378170,126.611040,synthetic-pregeocoded-main-headquarters
qa-pregeo-275,QA 사전좌표 275 support-office,support-office,ganghwa,,인천광역시 QA구 사전좌표로 275,37.382270,126.616240,synthetic-pregeocoded-ganghwa-support-office
qa-pregeo-276,QA 사전좌표 276 direct-agency,direct-agency,south,,인천광역시 QA구 사전좌표로 276,37.386370,126.621440,synthetic-pregeocoded-south-direct-agency
qa-pregeo-277,QA 사전좌표 277 library,library,north,,인천광역시 QA구 사전좌표로 277,37.390470,126.626640,synthetic-pregeocoded-north-library
qa-pregeo-278,QA 사전좌표 278 experience-site,experience-site,east,,인천광역시 QA구 사전좌표로 278,37.394570,126.631840,synthetic-pregeocoded-east-experience-site
qa-pregeo-279,QA 사전좌표 279 partner,partner,west,,인천광역시 QA구 사전좌표로 279,37.398670,126.637040,synthetic-pregeocoded-west-partner
qa-pregeo-280,QA 사전좌표 280 imported,imported,unassigned,,인천광역시 QA구 사전좌표로 280,37.402770,126.481170,synthetic-pregeocoded-unassigned-imported
qa-pregeo-281,QA 사전좌표 281 school,school,main,특수학교,인천광역시 QA구 사전좌표로 281,37.406870,126.486370,synthetic-pregeocoded-main-school
qa-pregeo-282,QA 사전좌표 282 headquarters,headquarters,ganghwa,,인천광역시 QA구 사전좌표로 282,37.410970,126.491570,synthetic-pregeocoded-ganghwa-headquarters
qa-pregeo-283,QA 사전좌표 283 support-office,support-office,south,,인천광역시 QA구 사전좌표로 283,37.415070,126.496770,synthetic-pregeocoded-south-support-office
qa-pregeo-284,QA 사전좌표 284 direct-agency,direct-agency,north,,인천광역시 QA구 사전좌표로 284,37.419170,126.501970,synthetic-pregeocoded-north-direct-agency
qa-pregeo-285,QA 사전좌표 285 library,library,east,,인천광역시 QA구 사전좌표로 285,37.423270,126.507170,synthetic-pregeocoded-east-library
qa-pregeo-286,QA 사전좌표 286 experience-site,experience-site,west,,인천광역시 QA구 사전좌표로 286,37.427370,126.512370,synthetic-pregeocoded-west-experience-site
qa-pregeo-287,QA 사전좌표 287 partner,partner,unassigned,,인천광역시 QA구 사전좌표로 287,37.431470,126.517570,synthetic-pregeocoded-unassigned-partner
qa-pregeo-288,QA 사전좌표 288 imported,imported,main,,인천광역시 QA구 사전좌표로 288,37.435570,126.522770,synthetic-pregeocoded-main-imported
qa-pregeo-289,QA 사전좌표 289 school,school,ganghwa,유치원,인천광역시 QA구 사전좌표로 289,37.439670,126.527970,synthetic-pregeocoded-ganghwa-school
qa-pregeo-290,QA 사전좌표 290 headquarters,headquarters,south,,인천광역시 QA구 사전좌표로 290,37.443770,126.533170,synthetic-pregeocoded-south-headquarters
qa-pregeo-291,QA 사전좌표 291 support-office,support-office,north,,인천광역시 QA구 사전좌표로 291,37.447870,126.538370,synthetic-pregeocoded-north-support-office
qa-pregeo-292,QA 사전좌표 292 direct-agency,direct-agency,east,,인천광역시 QA구 사전좌표로 292,37.451970,126.543570,synthetic-pregeocoded-east-direct-agency
qa-pregeo-293,QA 사전좌표 293 library,library,west,,인천광역시 QA구 사전좌표로 293,37.456070,126.548770,synthetic-pregeocoded-west-library
qa-pregeo-294,QA 사전좌표 294 experience-site,experience-site,unassigned,,인천광역시 QA구 사전좌표로 294,37.460170,126.553970,synthetic-pregeocoded-unassigned-experience-site
qa-pregeo-295,QA 사전좌표 295 partner,partner,main,,인천광역시 QA구 사전좌표로 295,37.464270,126.559170,synthetic-pregeocoded-main-partner
qa-pregeo-296,QA 사전좌표 296 imported,imported,ganghwa,,인천광역시 QA구 사전좌표로 296,37.468370,126.564370,synthetic-pregeocoded-ganghwa-imported
qa-pregeo-297,QA 사전좌표 297 school,school,south,중학교,인천광역시 QA구 사전좌표로 297,37.320880,126.569570,synthetic-pregeocoded-south-school
qa-pregeo-298,QA 사전좌표 298 headquarters,headquarters,north,,인천광역시 QA구 사전좌표로 298,37.324980,126.574770,synthetic-pregeocoded-north-headquarters
qa-pregeo-299,QA 사전좌표 299 support-office,support-office,east,,인천광역시 QA구 사전좌표로 299,37.329080,126.579970,synthetic-pregeocoded-east-support-office
qa-pregeo-300,QA 사전좌표 300 direct-agency,direct-agency,west,,인천광역시 QA구 사전좌표로 300,37.333180,126.585170,synthetic-pregeocoded-west-direct-agency
qa-pregeo-301,QA 사전좌표 301 library,library,unassigned,,인천광역시 QA구 사전좌표로 301,37.337280,126.590370,synthetic-pregeocoded-unassigned-library
qa-pregeo-302,QA 사전좌표 302 experience-site,experience-site,main,,인천광역시 QA구 사전좌표로 302,37.341380,126.595570,synthetic-pregeocoded-main-experience-site
qa-pregeo-303,QA 사전좌표 303 partner,partner,ganghwa,,인천광역시 QA구 사전좌표로 303,37.345480,126.600770,synthetic-pregeocoded-ganghwa-partner
qa-pregeo-304,QA 사전좌표 304 imported,imported,south,,인천광역시 QA구 사전좌표로 304,37.349580,126.605970,synthetic-pregeocoded-south-imported
qa-pregeo-305,QA 사전좌표 305 school,school,north,특수학교,인천광역시 QA구 사전좌표로 305,37.353680,126.611170,synthetic-pregeocoded-north-school
qa-pregeo-306,QA 사전좌표 306 headquarters,headquarters,east,,인천광역시 QA구 사전좌표로 306,37.357780,126.616370,synthetic-pregeocoded-east-headquarters
qa-pregeo-307,QA 사전좌표 307 support-office,support-office,west,,인천광역시 QA구 사전좌표로 307,37.361880,126.621570,synthetic-pregeocoded-west-support-office
qa-pregeo-308,QA 사전좌표 308 direct-agency,direct-agency,unassigned,,인천광역시 QA구 사전좌표로 308,37.365980,126.626770,synthetic-pregeocoded-unassigned-direct-agency
qa-pregeo-309,QA 사전좌표 309 library,library,main,,인천광역시 QA구 사전좌표로 309,37.370080,126.631970,synthetic-pregeocoded-main-library
qa-pregeo-310,QA 사전좌표 310 experience-site,experience-site,ganghwa,,인천광역시 QA구 사전좌표로 310,37.374180,126.637170,synthetic-pregeocoded-ganghwa-experience-site
qa-pregeo-311,QA 사전좌표 311 partner,partner,south,,인천광역시 QA구 사전좌표로 311,37.378280,126.481300,synthetic-pregeocoded-south-partner
qa-pregeo-312,QA 사전좌표 312 imported,imported,north,,인천광역시 QA구 사전좌표로 312,37.382380,126.486500,synthetic-pregeocoded-north-imported
qa-pregeo-313,QA 사전좌표 313 school,school,east,유치원,인천광역시 QA구 사전좌표로 313,37.386480,126.491700,synthetic-pregeocoded-east-school
qa-pregeo-314,QA 사전좌표 314 headquarters,headquarters,west,,인천광역시 QA구 사전좌표로 314,37.390580,126.496900,synthetic-pregeocoded-west-headquarters
qa-pregeo-315,QA 사전좌표 315 support-office,support-office,unassigned,,인천광역시 QA구 사전좌표로 315,37.394680,126.502100,synthetic-pregeocoded-unassigned-support-office
qa-pregeo-316,QA 사전좌표 316 direct-agency,direct-agency,main,,인천광역시 QA구 사전좌표로 316,37.398780,126.507300,synthetic-pregeocoded-main-direct-agency
qa-pregeo-317,QA 사전좌표 317 library,library,ganghwa,,인천광역시 QA구 사전좌표로 317,37.402880,126.512500,synthetic-pregeocoded-ganghwa-library
qa-pregeo-318,QA 사전좌표 318 experience-site,experience-site,south,,인천광역시 QA구 사전좌표로 318,37.406980,126.517700,synthetic-pregeocoded-south-experience-site
qa-pregeo-319,QA 사전좌표 319 partner,partner,north,,인천광역시 QA구 사전좌표로 319,37.411080,126.522900,synthetic-pregeocoded-north-partner
qa-pregeo-320,QA 사전좌표 320 imported,imported,east,,인천광역시 QA구 사전좌표로 320,37.415180,126.528100,synthetic-pregeocoded-east-imported
qa-pregeo-321,QA 사전좌표 321 school,school,west,중학교,인천광역시 QA구 사전좌표로 321,37.419280,126.533300,synthetic-pregeocoded-west-school
qa-pregeo-322,QA 사전좌표 322 headquarters,headquarters,unassigned,,인천광역시 QA구 사전좌표로 322,37.423380,126.538500,synthetic-pregeocoded-unassigned-headquarters
qa-pregeo-323,QA 사전좌표 323 support-office,support-office,main,,인천광역시 QA구 사전좌표로 323,37.427480,126.543700,synthetic-pregeocoded-main-support-office
qa-pregeo-324,QA 사전좌표 324 direct-agency,direct-agency,ganghwa,,인천광역시 QA구 사전좌표로 324,37.431580,126.548900,synthetic-pregeocoded-ganghwa-direct-agency
qa-pregeo-325,QA 사전좌표 325 library,library,south,,인천광역시 QA구 사전좌표로 325,37.435680,126.554100,synthetic-pregeocoded-south-library
qa-pregeo-326,QA 사전좌표 326 experience-site,experience-site,north,,인천광역시 QA구 사전좌표로 326,37.439780,126.559300,synthetic-pregeocoded-north-experience-site
qa-pregeo-327,QA 사전좌표 327 partner,partner,east,,인천광역시 QA구 사전좌표로 327,37.443880,126.564500,synthetic-pregeocoded-east-partner
qa-pregeo-328,QA 사전좌표 328 imported,imported,west,,인천광역시 QA구 사전좌표로 328,37.447980,126.569700,synthetic-pregeocoded-west-imported
qa-pregeo-329,QA 사전좌표 329 school,school,unassigned,특수학교,인천광역시 QA구 사전좌표로 329,37.452080,126.574900,synthetic-pregeocoded-unassigned-school
qa-pregeo-330,QA 사전좌표 330 headquarters,headquarters,main,,인천광역시 QA구 사전좌표로 330,37.456180,126.580100,synthetic-pregeocoded-main-headquarters
qa-pregeo-331,QA 사전좌표 331 support-office,support-office,ganghwa,,인천광역시 QA구 사전좌표로 331,37.460280,126.585300,synthetic-pregeocoded-ganghwa-support-office
qa-pregeo-332,QA 사전좌표 332 direct-agency,direct-agency,south,,인천광역시 QA구 사전좌표로 332,37.464380,126.590500,synthetic-pregeocoded-south-direct-agency
qa-pregeo-333,QA 사전좌표 333 library,library,north,,인천광역시 QA구 사전좌표로 333,37.468480,126.595700,synthetic-pregeocoded-north-library
qa-pregeo-334,QA 사전좌표 334 experience-site,experience-site,east,,인천광역시 QA구 사전좌표로 334,37.320990,126.600900,synthetic-pregeocoded-east-experience-site
qa-pregeo-335,QA 사전좌표 335 partner,partner,west,,인천광역시 QA구 사전좌표로 335,37.325090,126.606100,synthetic-pregeocoded-west-partner
qa-pregeo-336,QA 사전좌표 336 imported,imported,unassigned,,인천광역시 QA구 사전좌표로 336,37.329190,126.611300,synthetic-pregeocoded-unassigned-imported
qa-pregeo-337,QA 사전좌표 337 school,school,main,유치원,인천광역시 QA구 사전좌표로 337,37.333290,126.616500,synthetic-pregeocoded-main-school
qa-pregeo-338,QA 사전좌표 338 headquarters,headquarters,ganghwa,,인천광역시 QA구 사전좌표로 338,37.337390,126.621700,synthetic-pregeocoded-ganghwa-headquarters
qa-pregeo-339,QA 사전좌표 339 support-office,support-office,south,,인천광역시 QA구 사전좌표로 339,37.341490,126.626900,synthetic-pregeocoded-south-support-office
qa-pregeo-340,QA 사전좌표 340 direct-agency,direct-agency,north,,인천광역시 QA구 사전좌표로 340,37.345590,126.632100,synthetic-pregeocoded-north-direct-agency
qa-pregeo-341,QA 사전좌표 341 library,library,east,,인천광역시 QA구 사전좌표로 341,37.349690,126.637300,synthetic-pregeocoded-east-library
qa-pregeo-342,QA 사전좌표 342 experience-site,experience-site,west,,인천광역시 QA구 사전좌표로 342,37.353790,126.481430,synthetic-pregeocoded-west-experience-site
qa-pregeo-343,QA 사전좌표 343 partner,partner,unassigned,,인천광역시 QA구 사전좌표로 343,37.357890,126.486630,synthetic-pregeocoded-unassigned-partner
qa-pregeo-344,QA 사전좌표 344 imported,imported,main,,인천광역시 QA구 사전좌표로 344,37.361990,126.491830,synthetic-pregeocoded-main-imported
qa-pregeo-345,QA 사전좌표 345 school,school,ganghwa,중학교,인천광역시 QA구 사전좌표로 345,37.366090,126.497030,synthetic-pregeocoded-ganghwa-school
